temperature,exhaust_vacuum,amb_pressure,r_humidity,energy_production,temperature_sqaure
29.17,74.34,1004.51,82.02,433.03,5.40092584655631
11.86,39.85,1013.0,66.92,478.29,3.443835071544513
28.94,62.26,1010.64,50.41,436.04,5.379591062525106
20.21,58.12,1015.36,79.18,453.19,4.495553358597805
7.33,41.16,1023.17,92.43,466.16,2.7073972741361767
12.82,41.58,1020.37,81.06,464.07,3.5805027579936315
23.27,67.9,1006.17,71.01,447.25,4.823898838076935
13.75,40.89,1011.21,82.8,471.42,3.7080992435478315
9.62,41.01,1019.43,97.99,467.34,3.1016124838541645
14.93,42.44,1012.65,86.8,471.24,3.8639358172723313
12.03,40.1,1015.32,85.39,474.94,3.468429039204925
18.41,42.44,1012.66,65.93,463.2,4.290687590584987
15.52,43.7,1015.8,76.27,466.38,3.939543120718442
27.02,61.86,1012.38,70.28,442.67,5.198076567346811
27.86,61.5,1009.23,46.19,439.49,5.278257288158659
19.35,39.72,1002.5,51.24,455.29,4.398863489584555
22.18,45.09,1014.04,43.13,455.4,4.709564735726647
10.17,41.17,1018.58,87.72,478.04,3.189043743820395
18.1,48.06,1015.47,82.47,454.04,4.254409477236529
14.54,42.99,1009.27,90.88,468.93,3.8131351929875237
10.95,43.8,1022.61,63.46,473.2,3.3090784215548594
23.05,48.98,1015.64,49.33,446.05,4.801041553663121
13.07,45.51,1015.22,78.65,460.14,3.6152454965050436
5.82,40.78,1024.82,96.01,470.02,2.4124676163629637
20.82,63.77,1014.28,86.37,448.9,4.5628938186199335
21.84,55.5,1019.28,62.17,454.99,4.673328578219169
21.62,50.05,1007.2,92.9,444.16,4.649731175025068
31.4,71.06,1008.44,74.77,433.34,5.60357029044876
20.35,67.71,1005.85,63.97,446.42,4.511097427455985
20.3,59.8,1015.24,78.75,453.29,4.505552130427524
22.2,57.17,1009.82,78.43,447.75,4.711687595755898
26.94,62.91,1011.68,41.3,449.1,5.1903757089443925
25.57,65.46,1014.81,38.58,444.46,5.056678751908213
11.02,40.71,1020.3,86.64,469.31,3.3196385345395663
19.47,58.79,1016.8,87.26,450.17,4.412482294582041
22.8,73.17,1011.87,91.57,437.98,4.774934554525329
20.03,60.77,1017.23,87.82,449.31,4.47548880012005
25.03,61.86,1012.84,80.85,439.55,5.002999100539595
8.96,40.05,1015.91,89.4,467.24,2.9933259094191533
25.71,71.73,1009.72,75.29,434.16,5.070502933634888
22.99,46.93,1014.15,49.42,451.41,4.794788837894741
10.93,39.16,1016.54,90.56,479.83,3.306055050963308
17.35,42.86,1014.62,74.16,465.16,4.165333119931706
24.88,51.43,1011.28,67.38,441.03,4.98798556533597
10.53,40.64,1020.62,98.43,477.99,3.24499614791759
4.97,38.91,1018.99,89.86,489.96,2.2293496809607953
10.22,37.83,1005.94,93.53,471.79,3.1968734726291563
9.94,40.46,1018.9,68.51,473.74,3.152776554086889
2.8,39.64,1011.01,82.96,482.66,1.6733200530681511
28.85,57.19,1008.2,58.4,436.8,5.371219600798314
7.41,39.16,1015.23,90.66,486.91,2.72213151776324
23.51,48.98,1014.63,41.56,454.06,4.848711168960263
20.31,45.87,1007.89,73.7,449.54,4.5066617356975
15.31,52.75,1025.21,55.22,460.77,3.9127995093027703
27.33,66.17,1011.06,64.55,443.89,5.227810249043093
13.67,44.92,1023.6,85.35,467.71,3.69729630946723
6.02,43.65,1013.85,83.53,481.92,2.453568829277059
13.32,41.7,1020.22,88.3,451.93,3.6496575181789317
30.74,71.77,1006.24,53.38,434.89,5.544366510251645
23.56,67.79,1010.14,89.72,441.29,4.853864439804639
12.38,45.09,1013.26,90.55,467.47,3.518522417151836
22.0,51.3,1012.87,85.79,450.18,4.69041575982343
3.95,38.44,1016.75,79.65,492.46,1.9874606914351791
11.8,43.99,1020.86,98.44,466.75,3.4351128074635335
17.29,42.86,1014.38,72.3,464.27,4.158124577258358
29.17,64.79,1016.43,61.05,441.2,5.40092584655631
25.32,71.94,1009.94,62.93,435.06,5.03189825016365
13.65,42.86,1015.41,87.67,471.75,3.6945906403822333
25.94,60.75,1007.22,64.76,439.46,5.0931326312987375
18.81,45.01,1015.28,65.91,457.85,4.337049688440288
23.0,60.27,1018.72,84.25,442.0,4.795831523312719
9.48,40.8,1023.82,78.98,485.36,3.0789608636681307
33.75,64.96,1002.54,39.28,432.62,5.809475019311125
22.88,50.23,1016.11,63.77,458.08,4.7833042972405595
17.5,42.23,1013.37,86.87,462.57,4.183300132670378
14.91,46.9,1019.59,98.1,461.73,3.8613469152615645
10.64,39.61,1018.33,66.81,471.48,3.2619012860600183
28.31,70.32,1007.88,47.0,432.5,5.320714237769211
22.56,60.29,1018.19,67.53,447.15,4.749736834815167
23.94,51.95,1008.61,73.42,448.67,4.892851929090027
12.29,40.71,1019.71,83.09,469.75,3.5057096285916205
14.44,42.32,1015.61,76.85,462.13,3.8
19.74,67.71,1007.68,64.02,446.1,4.442971978304612
18.39,52.08,1006.53,100.09,449.96,4.288356328478313
27.18,62.66,1009.89,52.83,442.16,5.21344415909483
20.08,63.09,1019.0,77.06,448.74,4.481071300481616
20.56,43.79,1015.85,45.7,462.11,4.534313619501853
10.46,41.06,1021.41,82.34,481.47,3.234192325759246
28.62,69.71,1009.67,62.12,437.52,5.349766350038102
8.9,40.77,1011.67,90.26,479.18,2.9832867780352594
29.3,69.48,1010.1,53.69,429.42,5.412947441089743
16.34,36.99,1006.99,90.06,466.24,4.042276586281547
8.16,39.64,1011.21,85.56,481.78,2.85657137141714
27.71,69.51,1009.65,58.38,435.04,5.264028875300743
15.08,42.77,1018.43,73.19,461.68,3.8832975677895196
9.68,41.44,1015.19,87.34,479.89,3.111269837220809
25.11,63.21,1012.21,83.58,443.43,5.01098792654702
11.2,41.38,1021.65,61.89,476.87,3.3466401061363023
27.44,66.56,1005.51,69.28,428.0,5.238320341483518
31.28,75.08,1005.39,49.53,438.63,5.592852581643825
24.21,70.98,1007.02,95.57,441.78,4.920365840057018
13.84,44.9,1007.58,63.62,463.27,3.7202150475476548
18.41,42.04,1011.69,64.88,465.64,4.290687590584987
3.69,38.44,1016.74,82.87,490.78,1.9209372712298547
6.34,40.64,1020.62,94.39,478.78,2.5179356624028344
21.6,43.43,1010.28,61.87,446.4,4.6475800154489
28.19,71.97,1008.85,84.67,438.8,5.309425580983314
18.6,56.85,1012.34,80.24,450.26,4.312771730569565
29.56,73.88,1005.77,66.45,436.6,5.436910887627275
31.46,71.8,1010.75,54.88,434.96,5.608921464952063
24.17,71.25,1003.9,90.36,435.66,4.916299421312742
8.44,41.17,1019.9,70.72,486.15,2.90516780926679
21.18,44.57,1007.27,73.67,449.93,4.602173399601541
29.45,69.13,1009.3,52.97,432.04,5.426785420486054
24.43,61.25,1011.66,85.24,436.05,4.942671342502958
20.21,65.06,1016.46,73.36,451.46,4.495553358597805
25.69,72.43,1006.86,86.38,429.99,5.068530358989674
14.19,43.71,1024.38,83.03,467.8,3.7669616403674726
17.94,37.2,1012.64,68.11,467.65,4.235563716909474
13.97,45.01,1017.44,89.15,461.96,3.7376463182061515
15.33,52.05,1014.15,80.56,452.82,3.9153543900903784
25.07,56.85,1011.25,51.99,442.44,5.006995106848018
11.58,39.69,1005.17,86.55,469.6,3.402939905434711
21.71,58.05,1013.07,85.75,449.38,4.659399102888698
5.74,45.87,1011.44,95.94,482.0,2.3958297101421877
10.45,40.71,1015.68,81.48,469.22,3.2326459750489227
4.73,41.31,999.77,93.44,486.6,2.1748563170931545
22.72,64.15,1021.14,60.34,453.13,4.766550115125193
27.01,67.98,1006.01,67.98,434.65,5.197114584074513
20.27,63.56,1014.24,86.55,446.93,4.502221673796171
24.47,75.23,1012.43,75.25,441.07,4.946716082412655
11.54,45.51,1017.19,83.02,474.73,3.3970575502926055
10.37,39.04,1023.95,81.93,479.35,3.2202484376209237
23.24,68.31,1009.71,80.8,440.78,4.82078831727758
26.56,65.59,1012.6,64.25,443.66,5.1536394906900505
13.03,39.52,1016.68,83.09,473.99,3.609709129556009
13.92,43.41,1015.12,61.64,464.76,3.730951621235526
7.33,40.0,1018.96,80.76,478.16,2.7073972741361767
33.11,77.54,1010.36,50.99,431.77,5.754128952326321
27.46,61.86,1012.39,66.09,439.72,5.240229002629561
14.2,43.02,1012.18,57.07,470.67,3.7682887362833544
10.31,38.18,1018.02,70.1,476.31,3.2109188716004646
24.2,59.43,1009.69,62.3,440.66,4.919349550499537
19.69,59.14,1015.99,70.33,448.69,4.437341546466758
17.9,67.71,1004.3,89.59,449.73,4.230839160261236
10.82,44.63,1020.64,90.26,473.23,3.2893768406797053
14.84,44.63,1019.28,57.37,466.0,3.8522720568516444
28.34,73.68,1015.05,76.73,432.0,5.323532661682466
29.0,75.33,1001.6,71.43,432.65,5.385164807134504
23.07,50.05,1006.9,86.98,442.97,4.803123983409131
13.61,42.34,1017.93,91.61,463.89,3.6891733491393435
26.61,69.13,1002.05,51.97,430.17,5.158488150611572
33.42,68.51,1011.91,45.83,427.66,5.781003373117854
29.59,70.17,999.71,71.0,434.85,5.439669107583659
34.2,68.14,1002.7,56.09,427.05,5.848076606885378
12.54,44.03,1007.05,84.03,471.86,3.5411862419251547
8.97,44.03,1013.16,80.39,474.61,2.9949958263743874
20.98,42.23,1012.9,70.7,462.27,4.580392996239515
10.72,41.38,1021.6,63.77,478.29,3.2741411087489802
5.79,38.68,1017.19,70.46,487.4,2.406241883103193
30.24,66.75,1017.95,55.66,435.02,5.499090833947008
25.98,73.18,1012.28,85.78,439.73,5.0970579749498635
13.87,49.83,1006.76,89.14,462.46,3.7242448899072143
27.41,63.07,1011.5,55.3,445.02,5.23545604508337
18.25,60.1,1009.72,90.15,456.25,4.272001872658765
28.53,69.84,1004.46,68.03,427.72,5.341348144429457
14.59,35.71,1015.19,54.13,469.32,3.819685850956856
24.06,58.98,1010.66,81.16,443.75,4.905099387372289
19.72,65.94,1010.53,82.12,446.84,4.440720662234903
26.91,74.99,1005.64,78.98,437.06,5.187484939737175
16.65,49.69,1014.01,91.0,460.03,4.080441152620633
24.86,44.05,1005.69,66.65,447.2,4.985980344927164
14.04,40.83,1008.98,82.04,469.75,3.746998799039039
26.21,65.12,1016.06,44.31,444.44,5.119570294468081
16.17,46.97,1014.22,85.8,456.08,4.02119385257662
15.21,43.56,1012.92,56.61,467.0,3.9
13.16,40.71,1021.99,77.91,475.87,3.627671429443411
22.01,49.39,1019.6,75.8,451.84,4.69148164229596
15.67,38.62,1015.76,66.29,463.17,3.9585350825778973
22.04,69.51,1013.25,56.15,446.34,4.6946778377222005
22.35,54.42,1012.46,75.01,454.72,4.727578661429125
25.57,62.96,1019.92,58.34,444.81,5.056678751908213
16.51,51.86,1022.37,81.18,442.48,4.063249930782009
9.03,37.14,1012.79,76.27,478.95,3.004995840263344
33.59,79.05,1007.79,63.55,436.51,5.795688052336841
8.72,40.72,1023.48,77.87,485.3,2.95296461204668
21.16,65.48,1016.99,72.79,446.37,4.6
19.63,52.72,1025.09,51.16,459.12,4.430575583375144
31.44,64.44,1014.04,49.15,437.6,5.607138307550475
31.18,77.95,1014.89,65.62,431.58,5.583905443325486
20.09,61.27,1020.05,70.71,451.43,4.4821869662029945
20.87,63.31,1012.27,79.51,446.7,4.568369512200168
33.01,69.88,1006.71,53.25,433.5,5.74543296888929
21.84,60.29,1017.23,66.89,454.4,4.673328578219169
22.5,70.94,1008.04,82.39,442.4,4.743416490252569
14.5,40.66,1016.81,82.93,463.53,3.8078865529319543
26.16,63.76,1010.03,68.77,437.24,5.1146847410177685
21.49,68.28,1004.68,80.64,438.0,4.635730794599704
28.36,66.75,1017.71,52.6,433.88,5.325410782277739
9.78,40.03,1017.33,92.11,480.59,3.127299154222378
22.63,45.61,1014.14,73.06,457.88,4.757099956906519
23.48,73.67,1007.07,88.49,437.19,4.845616575834287
19.96,39.53,1006.16,62.77,460.49,4.467661580737736
10.86,44.85,1014.15,88.36,476.87,3.295451410656816
25.03,60.84,1017.69,59.23,441.58,5.002999100539595
15.12,41.79,1007.16,82.35,455.63,3.888444419044716
32.38,69.05,1000.76,45.85,429.31,5.690342696182718
21.87,66.86,1013.01,57.39,453.62,4.676537180435969
13.43,43.56,1013.02,66.36,472.94,3.664696440361739
22.26,70.47,1008.32,84.22,440.21,4.71805044483418
33.8,64.96,1004.88,49.37,427.28,5.813776741499453
6.17,36.25,1028.68,90.59,483.77,2.483948469674844
11.73,40.64,1020.68,96.98,477.06,3.424908757908742
10.31,39.82,1012.87,88.71,480.61,3.2109188716004646
4.81,42.85,1013.96,86.94,479.8,2.1931712199461306
15.52,58.59,1014.12,91.22,457.74,3.939543120718442
21.96,51.43,1007.28,89.96,442.87,4.686149805543993
12.77,40.71,1014.66,72.81,471.59,3.5735136770411273
13.91,40.24,1017.03,85.93,466.24,3.7296112397943033
6.14,40.62,1015.71,86.51,481.66,2.477902338672773
31.63,69.59,1008.66,61.81,436.89,5.624055476255546
20.2,64.45,1009.03,61.77,452.33,4.494441010848846
30.74,79.05,1005.78,73.19,430.69,5.544366510251645
23.25,72.99,1009.17,89.85,438.51,4.8218253804964775
5.73,40.35,1012.24,91.84,490.5,2.3937418407171647
7.8,43.65,1018.92,60.77,479.78,2.792848008753788
11.98,44.6,1018.59,86.71,470.02,3.461213659975356
30.67,77.95,1015.28,61.67,435.96,5.538050198400155
9.74,41.01,1019.12,98.39,465.8,3.120897306865447
10.18,35.76,1019.71,66.7,473.31,3.1906112267087634
23.01,58.79,1009.71,84.22,444.64,4.796873982084583
26.02,74.78,1010.04,72.78,439.82,5.10098029794274
22.82,60.08,1017.95,65.71,450.86,4.777028364998475
28.25,66.54,1011.02,43.77,439.67,5.315072906367325
15.98,39.64,1009.31,81.21,467.22,3.997499218261337
24.49,65.06,1014.07,63.32,441.4,4.948737212663449
9.41,40.43,1025.68,79.49,492.88,3.0675723300355937
27.43,63.87,1017.6,43.33,442.71,5.237365750069399
22.85,47.43,1008.13,66.36,448.15,4.780167361086848
18.89,66.86,1012.38,71.96,454.02,4.346262762420146
30.74,73.67,1005.79,57.89,428.92,5.544366510251645
12.27,41.17,1019.41,58.1,475.13,3.502855977627399
27.85,66.44,1008.48,77.15,429.0,5.277309920783504
20.54,61.27,1019.6,61.87,451.95,4.532107677449864
18.23,60.95,1016.74,78.85,455.53,4.2696604080418386
10.44,37.83,1006.31,97.2,474.42,3.2310988842807022
8.91,43.52,1022.78,98.0,478.38,2.98496231131986
30.91,79.74,1006.92,56.32,433.84,5.5596762495670555
32.48,62.04,1010.39,38.05,446.48,5.699122739510003
24.23,56.89,1012.32,68.04,441.29,4.922397789695587
28.21,73.06,1008.26,86.29,430.46,5.3113086899558
12.37,46.97,1013.95,90.76,464.4,3.517101079013795
25.41,66.49,1014.06,51.09,449.2,5.040833264451424
15.5,44.34,1019.21,65.21,468.53,3.9370039370059056
20.71,45.61,1013.64,82.39,457.4,4.550824101193101
15.28,40.0,1016.65,65.0,458.76,3.9089640571384128
17.25,39.39,1014.27,67.8,465.74,4.153311931459037
27.99,69.89,1013.94,51.25,435.79,5.290557626564519
28.75,64.69,1007.1,60.37,437.94,5.361902647381804
23.6,65.48,1017.44,61.26,444.38,4.857983120596447
23.27,60.84,1019.13,67.24,440.22,4.823898838076935
32.06,75.33,1001.96,63.15,432.92,5.662155066756826
20.27,56.65,1020.75,67.12,454.29,4.502221673796171
23.48,64.15,1021.08,57.77,450.89,4.845616575834287
23.28,48.92,1010.23,41.55,449.27,4.824935232725927
28.91,58.33,1013.84,39.72,437.53,5.376802023508025
10.16,40.8,1028.13,86.39,477.49,3.1874754901018454
25.14,69.13,1011.15,85.67,433.95,5.01398045468867
26.04,52.84,1005.68,65.18,439.36,5.102940328869229
18.42,63.94,1020.47,74.47,450.55,4.291852746774987
22.89,73.11,1006.66,73.11,440.15,4.784349485562275
9.79,39.69,1002.36,93.86,471.61,3.128897569432403
19.18,50.12,1005.99,100.09,444.56,4.379497688091638
32.51,73.56,1007.06,59.6,435.23,5.701754116059373
8.95,36.18,1014.08,76.94,478.07,2.9916550603303182
17.78,50.66,1015.09,91.9,456.11,4.216633728461603
18.68,53.29,1018.16,75.01,459.89,4.3220365569948616
11.95,39.82,1013.4,92.51,474.56,3.456877203488721
24.29,62.91,1013.04,65.85,442.18,4.928488612140643
11.94,44.6,1018.69,85.33,468.53,3.455430508634199
15.45,45.0,1023.63,70.74,469.54,3.930648801406709
13.77,42.86,1012.86,88.83,471.94,3.7107950630558943
9.51,43.79,1016.02,79.81,481.12,3.083828789021855
8.8,42.32,1017.91,86.8,483.88,2.9664793948382653
19.67,44.89,1009.43,73.88,455.2,4.435087372307337
12.3,40.69,1015.74,82.58,474.46,3.5071355833500366
30.54,67.45,1014.37,32.97,431.35,5.52630075185924
11.67,36.18,1016.03,61.44,472.76,3.4161381705077445
20.51,42.23,1013.25,71.83,461.78,4.528796749689701
26.63,64.44,1012.66,61.19,442.0,5.160426338976267
23.97,63.86,1018.09,57.62,441.65,4.895916665957459
31.68,73.68,1014.85,64.0,431.11,5.628498911788116
28.93,72.99,1007.23,64.41,434.45,5.378661543544081
23.57,61.47,1009.27,84.17,435.82,4.854894437575342
31.1,69.51,1010.84,45.4,429.74,5.576737397439475
19.44,59.21,1018.5,88.35,448.04,4.409081537009721
13.51,44.9,1019.29,77.24,464.86,3.675595189897821
23.69,71.97,1009.62,93.03,438.62,4.867237409455183
22.07,70.72,1010.52,82.96,442.88,4.697871858618538
25.88,63.73,1009.48,77.17,438.42,5.087238936790762
8.97,36.24,1013.21,90.77,477.89,2.9949958263743874
14.81,42.03,1017.43,72.54,470.41,3.8483762809787714
23.63,73.18,1012.29,88.81,437.7,4.861069841094653
12.95,43.71,1025.63,90.7,469.15,3.598610843089316
25.54,61.08,1013.14,71.15,447.06,5.053711507397311
8.36,40.22,1011.6,89.18,484.66,2.891366458960192
29.86,70.8,1010.22,70.36,437.47,5.4644304369257
6.86,41.17,1020.12,79.14,490.23,2.619160170741759
24.8,59.87,1018.79,60.79,441.0,4.979959839195493
24.91,69.89,1015.25,82.39,438.29,4.990991885387112
17.7,38.52,1020.15,69.8,455.5,4.207136793592526
24.39,51.86,1014.92,59.98,447.7,4.938623289946299
11.1,44.85,1014.27,65.08,477.03,3.331666249791536
11.28,40.55,1006.23,97.78,475.14,3.358571124749333
20.45,69.45,1012.53,91.81,441.83,4.522167621838006
29.86,69.34,1009.61,61.27,438.5,5.4644304369257
25.56,70.32,1009.07,90.63,433.72,5.055689863905815
24.81,67.17,1007.71,84.37,442.75,4.980963762164908
13.18,52.72,1024.67,75.96,468.36,3.6304269721342695
21.35,58.16,1017.21,67.66,452.83,4.620606020859169
18.53,39.72,1001.26,64.08,457.26,4.304648650006177
22.41,70.98,1005.67,95.03,441.51,4.73392015141785
12.71,43.02,1012.25,62.68,475.38,3.5651086939951777
10.08,37.92,1010.47,66.37,474.63,3.1749015732775088
24.98,71.98,1006.59,90.61,432.06,4.99799959983992
17.33,42.28,1007.97,50.33,462.26,4.162931659299729
13.09,39.85,1012.86,58.42,475.89,3.6180105030251086
14.77,58.2,1018.78,83.83,460.54,3.8431757701151272
21.89,74.93,1016.11,77.88,448.47,4.678675026115834
33.2,70.8,1008.75,59.41,430.71,5.761944116355173
22.63,57.17,1009.83,77.43,433.54,4.757099956906519
19.73,68.63,1012.41,74.12,450.26,4.441846462902562
13.68,41.7,1019.19,84.07,464.46,3.698648401781386
13.53,42.03,1017.52,84.02,466.71,3.678314831549904
31.42,70.17,999.3,61.22,430.78,5.605354582896608
7.24,38.06,1020.6,85.36,481.83,2.6907248094147422
18.96,47.83,1006.15,75.61,454.35,4.354308211415448
13.18,43.8,1023.18,61.21,467.0,3.6304269721342695
25.58,61.08,1013.37,71.27,446.32,5.057667446560717
26.81,71.29,1009.65,80.69,434.48,5.177837386399847
9.32,36.3,1027.67,73.25,479.52,3.0528675044947495
22.61,45.38,1013.92,62.91,459.53,4.754997371187496
26.22,49.82,1015.48,55.8,454.2,5.120546845796843
15.5,44.92,1024.16,86.44,462.12,3.9370039370059056
15.72,41.76,1023.07,66.95,462.19,3.964845520319802
31.01,71.37,1003.4,55.06,430.82,5.568662316930341
18.42,60.1,1009.77,86.75,451.93,4.291852746774987
15.45,61.27,1019.87,79.21,456.59,3.930648801406709
14.48,44.06,1018.73,75.88,467.46,3.8052595180880897
31.25,73.5,1010.81,45.2,432.25,5.5901699437494745
20.05,42.48,1012.29,85.09,457.01,4.4777226354476225
12.6,41.5,1013.07,86.22,472.45,3.5496478698597698
16.53,46.18,1010.2,95.42,458.67,4.065710270051224
8.91,40.11,1022.87,78.39,475.43,2.98496231131986
10.48,40.0,1021.35,88.52,478.86,3.237282811247729
24.27,68.28,1005.43,67.63,445.23,4.92645917470144
14.01,39.0,1016.73,79.23,466.7,3.7429934544425802
17.0,49.78,1005.32,100.1,453.77,4.123105625617661
22.29,43.79,1015.68,41.75,461.23,4.72122865364515
32.51,69.98,1011.92,49.45,428.37,5.701754116059373
11.67,42.74,1025.92,79.57,474.75,3.4161381705077445
27.51,73.67,1005.71,76.75,431.97,5.244997616777343
28.33,68.27,1008.09,50.37,432.66,5.322593352868505
22.17,70.47,1011.07,82.57,441.14,4.708502946797421
19.86,41.67,1012.31,53.9,462.86,4.456455991031438
5.79,45.87,1010.23,95.41,480.97,2.406241883103193
29.42,69.14,1007.32,75.04,437.75,5.424020648928247
10.51,44.78,1012.59,85.29,474.77,3.2419130154894655
20.97,61.87,1011.45,65.41,446.76,4.5793012567421245
14.93,41.79,1008.88,81.48,456.75,3.8639358172723313
15.97,52.72,1024.72,65.97,462.64,3.996248240537617
2.71,39.42,1026.66,81.11,489.3,1.6462077633154328
18.6,68.28,1003.27,84.21,446.98,4.312771730569565
26.15,64.27,1013.03,59.77,439.11,5.113707070218238
23.1,66.05,1020.28,80.62,439.03,4.806245936279167
28.67,69.14,1008.24,72.68,433.79,5.354437412091022
24.6,71.73,1010.08,78.77,436.28,4.959838707054898
8.58,38.38,1021.03,84.37,482.26,2.929163703175362
5.41,45.87,1008.47,97.51,479.48,2.3259406699226015
25.96,60.95,1014.52,50.03,444.19,5.095095681142799
25.21,75.6,1017.19,69.84,445.84,5.020956084253277
29.81,73.67,1005.6,60.91,430.67,5.459853477887479
20.0,56.53,1020.43,75.94,454.86,4.47213595499958
18.43,44.63,1019.76,39.99,458.75,4.293017586733136
20.24,58.41,1013.73,99.59,449.49,4.498888751680797
20.99,50.12,1008.82,95.97,448.07,4.581484475582123
27.15,73.9,1007.57,74.42,433.09,5.2105661880452105
24.47,57.85,1013.05,66.34,445.37,4.946716082412655
22.93,62.26,1011.25,83.66,438.34,4.788527957525152
32.51,71.22,1005.62,47.6,433.76,5.701754116059373
17.57,43.7,1015.53,67.22,463.64,4.191658383026938
13.99,45.0,1023.83,77.92,472.55,3.7403208418530087
12.64,41.26,1020.79,83.66,465.78,3.5552777669262356
23.89,70.04,1011.16,84.9,433.71,4.887739763939975
13.52,41.44,1015.81,65.97,472.11,3.676955262170047
20.77,45.87,1008.07,76.22,452.71,4.557411546042337
11.48,44.6,1018.29,90.76,470.39,3.388214869219483
27.05,77.95,1009.57,76.56,434.09,5.200961449578338
29.24,69.05,1003.12,43.18,432.56,5.407402333838309
25.95,73.77,1001.35,92.67,432.21,5.094114250780011
18.38,62.1,1020.12,77.27,452.91,4.287190222045203
15.64,43.71,1024.51,78.31,462.55,3.954743986657038
12.87,48.04,1012.47,100.13,465.56,3.5874782229304194
10.76,40.78,1023.81,87.96,469.97,3.280243893371345
16.59,43.56,1012.88,59.61,465.03,4.07308237088326
26.72,56.9,1007.12,58.54,435.16,5.169139193328034
29.53,70.79,1003.7,60.89,426.85,5.43415126767741
12.15,45.01,1018.89,90.02,468.07,3.4856850115866753
11.86,40.27,1008.06,72.91,474.57,3.443835071544513
19.02,49.25,1019.75,58.29,453.49,4.361192497471305
28.08,59.14,1016.16,58.08,438.83,5.299056519796708
22.46,48.41,1008.66,80.85,442.57,4.739198244429114
24.81,59.87,1018.56,61.18,444.89,4.980963762164908
13.41,54.3,1016.48,79.28,467.88,3.661966684720111
27.04,69.98,1008.5,75.41,433.25,5.2
23.39,63.94,1010.54,89.94,441.44,4.836320915737499
13.24,40.83,1007.9,87.53,472.22,3.6386810797320503
14.54,41.16,1000.0,81.34,463.9,3.8131351929875237
28.81,56.86,1005.82,56.86,434.08,5.367494760127856
22.5,64.69,1007.03,74.92,440.73,4.743416490252569
24.31,67.79,1010.64,76.15,444.72,4.93051721424842
29.63,66.75,1018.08,58.46,433.26,5.443344560102731
24.86,63.47,1011.5,71.78,441.68,4.985980344927164
25.32,54.5,1015.5,68.17,451.52,5.03189825016365
10.91,41.04,1026.57,74.24,469.53,3.303028912982749
28.76,69.48,1008.62,55.86,430.14,5.362835071116769
10.8,41.62,1012.84,93.84,462.84,3.286335345030997
3.2,41.31,997.67,98.84,489.86,1.7888543819998317
21.74,70.32,1011.88,85.95,439.19,4.662617290749907
22.05,63.31,1012.39,76.95,444.37,4.695742752749559
14.1,42.74,1026.92,67.25,466.1,3.7549966711037173
26.44,69.34,1009.55,73.18,440.43,5.141984052872976
30.66,70.98,1007.6,72.08,435.66,5.537147279962851
11.91,43.22,1008.75,76.57,472.88,3.4510867853474796
28.5,72.99,1007.02,67.13,433.24,5.338539126015656
31.61,69.04,1008.11,47.96,439.19,5.622277118748239
26.11,70.36,1007.64,70.12,445.37,5.109794516416487
31.51,71.97,1007.84,71.18,430.11,5.613376880274475
24.2,60.95,1014.82,59.42,448.43,4.919349550499537
24.4,60.37,1006.77,82.43,440.64,4.9396356140913875
15.93,25.88,1009.45,72.83,462.7,3.9912404086950213
21.33,63.86,1020.33,72.13,445.02,4.618441295502196
9.99,43.52,1022.95,99.67,473.64,3.1606961258558215
16.3,39.63,1004.64,85.61,464.11,4.03732584763727
21.79,61.45,1011.11,91.78,446.99,4.6679760067935225
7.24,39.04,1019.0,68.69,485.57,2.6907248094147422
16.7,46.18,1012.6,96.15,455.93,4.08656334834051
27.55,68.08,1011.42,60.71,432.59,5.248809388804284
21.96,58.79,1010.51,87.32,448.89,4.686149805543993
5.85,41.55,1001.95,99.41,484.47,2.4186773244895647
22.2,63.94,1017.38,56.17,445.6,4.711687595755898
16.18,44.9,1021.3,74.46,463.1,4.022437072223753
34.66,74.33,1012.0,32.19,425.89,5.88727441181401
29.86,69.34,1007.76,54.12,433.57,5.4644304369257
27.66,69.75,1009.71,84.27,439.18,5.259277516921882
24.18,66.48,1003.3,70.99,433.37,4.917316341257699
14.12,42.99,1007.13,78.16,468.45,3.757658845611187
25.04,66.48,1004.12,63.01,433.83,5.0039984012787215
19.71,43.43,1009.58,65.71,456.24,4.439594576084623
29.23,66.51,1011.11,53.12,439.61,5.406477596365308
21.3,41.1,1001.86,42.75,455.13,4.61519230368573
11.52,40.03,1017.56,87.87,472.31,3.394112549695428
31.73,73.42,1010.8,61.81,430.46,5.632938842203065
16.85,42.24,1017.43,66.01,472.63,4.104875150354759
19.69,39.72,1001.49,60.34,456.55,4.437341546466758
14.42,44.66,1016.1,93.89,461.34,3.797367509209505
20.74,58.2,1017.54,70.66,450.4,4.55411901469428
14.3,41.93,1020.6,65.38,471.32,3.7815340802378077
13.44,39.39,1012.93,84.29,469.67,3.666060555964672
24.69,59.92,1010.12,80.58,436.33,4.968903299521938
24.42,63.07,1011.49,67.39,444.72,4.941659640242335
23.69,65.59,1010.85,88.92,439.66,4.867237409455183
20.3,48.41,1007.48,89.66,446.68,4.505552130427524
25.16,54.2,1012.69,58.02,441.99,5.015974481593781
25.96,68.08,1011.34,71.57,432.82,5.095095681142799
16.96,44.9,1020.5,77.53,458.1,4.1182520563948
15.79,44.89,1010.19,84.61,458.09,3.9736632972611052
